movie_id;features
197605;42,14,0.32,0.68,0.44,0.2,0.2,0.09,0.07,9573,1032,0.039
197611;1350,366,0.32,0.68,0.36,0.31,0.21,0.08,0.04,130262,3000,0.069
197613;67,19,0.49,0.51,0.17,0.25,0.28,0.16,0.14,15069,2654,0.04
197615;20,17,0.49,0.51,0.17,0.27,0.18,0.18,0.19,5488,1512,0.059
197617;1,0,0.37,0.63,0.3,0.25,0.32,0.11,0.03,52307,2410,0.138
197629;5,2,0.41,0.59,0.24,0.27,0.23,0.19,0.08,7858,4480,0.021
197659;5,1,0.32,0.68,0.37,0.23,0.3,0.05,0.05,58426,2996,0.04
197661;98,46,0.31,0.69,0.41,0.31,0.15,0.08,0.06,28968,2669,0.049
197663;163,26,0.35,0.65,0.34,0.28,0.19,0.12,0.06,5222,1163,0.026
197665;3,1,0.28,0.72,0.52,0.22,0.09,0.12,0.05,60280,2646,0.048
197677;3,0,0.51,0.49,0.11,0.24,0.26,0.31,0.09,14231,1751,0.021
197679;3,0,0.3,0.7,0.41,0.33,0.15,0.07,0.04,6598,712,0.042
197681;109,28,0.35,0.65,0.35,0.28,0.19,0.09,0.09,17129,643,0.024
197683;68,23,0.43,0.57,0.32,0.16,0.23,0.13,0.15,4652,1470,0.049
197685;440,281,0.53,0.47,0.25,0.15,0.15,0.14,0.3,8552,1299,0.0
197687;442,54,0.45,0.55,0.21,0.21,0.3,0.22,0.07,166535,984,0.319
197689;9,1,0.38,0.62,0.33,0.27,0.16,0.12,0.12,2548,1229,0.022
197691;8,2,0.38,0.62,0.39,0.22,0.14,0.08,0.16,35606,2632,0.074
197695;629,164,0.39,0.61,0.31,0.24,0.23,0.12,0.11,107312,2077,0.098
197697;331,44,0.26,0.74,0.49,0.33,0.08,0.06,0.04,89217,1617,0.093
197699;2,1,0.41,0.59,0.24,0.28,0.23,0.15,0.11,4841,2529,0.039
197707;3,1,0.46,0.54,0.25,0.22,0.18,0.18,0.16,104010,1798,0.047
197709;33,6,0.37,0.63,0.31,0.3,0.21,0.08,0.1,56213,1288,0.02
197711;247,48,0.45,0.55,0.27,0.23,0.15,0.21,0.13,856743,1256,0.048
197713;78,35,0.54,0.46,0.17,0.16,0.24,0.2,0.23,9084,1479,0.011
197715;1,0,0.29,0.71,0.48,0.19,0.21,0.09,0.03,3722,1535,0.0
197717;1,0,0.34,0.66,0.31,0.36,0.18,0.11,0.04,6602,1049,0.054
197729;222,37,0.34,0.66,0.38,0.28,0.17,0.11,0.06,59380,616,0.03
197737;3,1,0.64,0.36,0.19,0.12,0.12,0.08,0.5,11977,1120,0.091
197739;3,0,0.58,0.41,0.17,0.17,0.17,0.17,0.33,5542,975,0.059
197743;36,4,0.3,0.7,0.47,0.22,0.12,0.12,0.07,25604,5132,0.056
197865;1,0,0.59,0.41,0.01,0.02,0.52,0.43,0.02,2302,1844,0.0
197875;1659,317,0.38,0.62,0.34,0.28,0.2,0.08,0.1,30845,3494,0.022
197877;478,81,0.4,0.6,0.29,0.27,0.18,0.15,0.11,261506,1577,0.128
197879;21,5,0.43,0.57,0.27,0.22,0.18,0.27,0.07,322882,12717,0.145
197881;3,0,0.37,0.63,0.34,0.3,0.15,0.08,0.13,4277,2665,0.088
197883;29,2,0.42,0.58,0.25,0.28,0.24,0.14,0.1,6128,1225,0.053
197885;5,1,0.42,0.58,0.29,0.26,0.19,0.12,0.14,62518,1072,0.021
197889;23,3,0.43,0.57,0.25,0.28,0.18,0.16,0.13,16214,1278,0.069
197891;2,1,0.44,0.56,0.3,0.2,0.23,0.1,0.18,84780,1641,0.217
197895;151,92,0.35,0.65,0.34,0.24,0.23,0.15,0.04,14211,1872,0.138
197897;1,0,0.26,0.74,0.41,0.4,0.15,0.03,0.01,4660,1850,0.031
197899;1,0,0.38,0.62,0.29,0.34,0.13,0.18,0.05,3704,1477,0.038
197909;6,2,0.45,0.55,0.2,0.3,0.17,0.21,0.13,60028,1153,0.042
197913;11,3,0.56,0.44,0.12,0.19,0.16,0.33,0.2,12318,866,0.059
197917;5,1,0.39,0.61,0.28,0.3,0.23,0.15,0.04,12114,409,0.027
197947;3,1,0.55,0.45,0.12,0.25,0.12,0.25,0.25,4535,531,0.056
197955;2,0,0.46,0.54,0.29,0.13,0.23,0.16,0.19,2536,1016,0.029
197957;694,124,0.39,0.61,0.35,0.2,0.18,0.13,0.14,151903,1737,0.078
197965;0,0,0.45,0.55,0.19,0.3,0.16,0.24,0.11,3861,601,0.022
197987;21,5,0.43,0.57,0.21,0.26,0.24,0.23,0.07,23132,1976,0.074
197993;13,2,0.37,0.63,0.28,0.31,0.17,0.17,0.06,148006,5493,0.061
198059;6,2,0.31,0.69,0.5,0.19,0.12,0.1,0.1,77518,1024,0.077
198065;1,0,0.43,0.57,0.36,0.14,0.13,0.24,0.14,162038,2294,0.108
198067;290,36,0.39,0.61,0.32,0.24,0.22,0.14,0.08,132795,848,0.063
198071;77,41,0.31,0.69,0.42,0.29,0.17,0.08,0.05,121417,3012,0.097
198075;451,77,0.44,0.56,0.25,0.29,0.17,0.12,0.17,17342,5240,0.029
198077;2,1,0.39,0.61,0.25,0.35,0.25,0.1,0.04,4420,851,0.0
198079;187,52,0.39,0.61,0.3,0.28,0.21,0.11,0.1,18024,1670,0.058
198087;87,13,0.49,0.51,0.16,0.21,0.21,0.37,0.05,160018,1317,0.125
198099;79,9,0.42,0.58,0.23,0.33,0.17,0.16,0.1,57847,979,0.038
198101;2,0,0.56,0.44,0.2,0.11,0.16,0.28,0.24,1710,1004,0.019
198103;3178,838,0.48,0.52,0.21,0.17,0.27,0.25,0.11,123487,699,0.056
198115;9,2,0.42,0.58,0.24,0.25,0.26,0.19,0.06,46111,1283,0.042
198119;75,7,0.61,0.39,0.13,0.21,0.13,0.17,0.36,4438,2427,0.024
198121;4517,848,0.43,0.57,0.31,0.24,0.12,0.18,0.15,25020,1797,0.074
198123;44,13,0.5,0.5,0.23,0.18,0.12,0.4,0.06,18104,1645,0.03
198129;11,2,0.3,0.7,0.55,0.17,0.09,0.11,0.09,2796,997,0.012
198139;0,0,0.13,0.87,1.0,0.0,0.0,0.0,0.0,16,29,0.0
198141;2,0,0.41,0.59,0.31,0.28,0.15,0.12,0.15,1561,1072,0.0
198143;1,0,0.44,0.56,0.35,0.25,0.07,0.1,0.24,2121,1422,0.013
198147;9,3,0.49,0.51,0.41,0.09,0.06,0.12,0.32,1421,783,0.0
198153;39,6,0.4,0.6,0.33,0.21,0.17,0.18,0.1,187860,944,0.057
198165;1,0,0.21,0.79,0.67,0.18,0.05,0.06,0.04,10573,568,0.118
198189;3,0,0.44,0.56,0.23,0.25,0.26,0.15,0.11,1896,1160,0.014
198197;26,12,0.36,0.64,0.39,0.22,0.22,0.07,0.09,25597,1407,0.041
198203;5,1,0.59,0.41,0.17,0.17,0.15,0.23,0.29,26742,978,0.02
198223;1,1,0.14,0.86,0.8,0.1,0.07,0.03,0.0,7546,4834,0.0
198239;3,1,0.42,0.58,0.26,0.25,0.23,0.18,0.09,6819,1344,0.061
198243;2,1,0.42,0.58,0.08,0.21,0.68,0.03,0.0,10003,1580,0.105
198249;1,0,0.48,0.52,0.23,0.29,0.14,0.11,0.23,4351,1024,0.094
198255;4,1,0.59,0.41,0.08,0.16,0.23,0.39,0.15,1132,1002,0.0
198261;120,21,0.48,0.52,0.23,0.18,0.27,0.16,0.16,49062,4989,0.032
198265;2,1,0.51,0.49,0.17,0.27,0.14,0.17,0.24,29945,3658,0.05
198267;1196,709,0.45,0.55,0.26,0.23,0.18,0.2,0.13,9001,1582,0.019
198271;395,56,0.37,0.63,0.31,0.34,0.17,0.08,0.1,31064,2941,0.032
198295;0,0,0.67,0.33,0.08,0.1,0.15,0.29,0.38,1095,937,0.0
198297;6,1,0.67,0.33,0.12,0.13,0.13,0.14,0.47,3219,1213,0.0
198299;37,19,0.36,0.64,0.34,0.26,0.23,0.1,0.07,62339,2346,0.011
198449;1,1,0.53,0.47,0.12,0.12,0.25,0.38,0.12,1840,379,0.0
198459;1933,1041,0.42,0.58,0.26,0.25,0.25,0.1,0.13,135065,1088,0.031
198467;526,168,0.36,0.64,0.38,0.25,0.19,0.05,0.13,56573,1541,0.082
198469;59,5,0.31,0.69,0.41,0.26,0.2,0.1,0.03,356304,1648,0.028
198479;280,200,0.39,0.61,0.29,0.28,0.23,0.1,0.1,7074,1044,0.067
198481;1775,682,0.34,0.66,0.42,0.21,0.18,0.15,0.04,101935,1062,0.025
198493;1818,552,0.37,0.63,0.25,0.38,0.25,0.07,0.06,19225,3253,0.03
198497;12,7,0.35,0.65,0.36,0.26,0.17,0.15,0.07,2956,1273,0.035
198499;6,1,0.4,0.6,0.21,0.26,0.36,0.08,0.08,3390,912,0.014
198501;7844,1932,0.49,0.51,0.26,0.16,0.17,0.23,0.19,1949507,3403,0.067
198503;580,212,0.42,0.58,0.3,0.18,0.25,0.14,0.12,21661,1898,0.048
198507;72,11,0.4,0.6,0.32,0.23,0.22,0.12,0.12,6565,1274,0.02
198511;2137,525,0.36,0.64,0.35,0.18,0.35,0.06,0.06,4782,1445,0.009
198513;1,0,0.49,0.51,0.12,0.06,0.82,0.0,0.0,2453,1355,0.0
198531;4017,1034,0.52,0.48,0.18,0.25,0.15,0.2,0.22,139746,2090,0.105
198569;5,1,0.43,0.57,0.26,0.25,0.19,0.22,0.08,3195,1551,0.078
198575;1,0,0.2,0.8,0.62,0.24,0.07,0.04,0.03,4188,1567,0.0
198577;707,194,0.33,0.67,0.42,0.26,0.1,0.14,0.08,18957,1137,0.01
198581;5087,1438,0.52,0.48,0.23,0.15,0.19,0.16,0.27,7021,4764,0.011
198583;149,81,0.48,0.52,0.22,0.21,0.21,0.16,0.2,1377,906,0.012
198591;114,13,0.41,0.59,0.41,0.15,0.12,0.22,0.11,19644,1099,0.031
198593;22,6,0.36,0.64,0.36,0.29,0.11,0.17,0.07,10129,822,0.061
198605;0,0,0.19,0.81,1.0,0.0,0.0,0.0,0.0,284,441,0.0
198609;8,3,0.42,0.58,0.29,0.19,0.2,0.23,0.09,6942,5515,0.0
198611;87,18,0.41,0.59,0.26,0.24,0.26,0.18,0.06,31811,648,0.011
198615;192,67,0.31,0.69,0.4,0.28,0.2,0.09,0.03,39813,1646,0.03
198619;3,1,0.41,0.59,0.24,0.25,0.26,0.17,0.08,13199,1507,0.087
198625;5,2,0.43,0.57,0.29,0.18,0.27,0.15,0.11,6858,2037,0.031
198647;7,2,0.38,0.62,0.23,0.35,0.22,0.12,0.08,95136,800,0.051
198649;2,0,0.46,0.54,0.31,0.14,0.19,0.24,0.12,5117,1148,0.02
198651;3,0,0.32,0.68,0.44,0.22,0.16,0.13,0.04,15642,7950,0.035
198657;0,0,0.36,0.64,0.35,0.26,0.16,0.11,0.11,215,749,0.0
198673;1,0,0.41,0.59,0.27,0.24,0.22,0.19,0.07,6153,1805,0.033
198677;1,0,0.52,0.48,0.22,0.22,0.17,0.17,0.22,6310,1064,0.048
198683;1,0,0.58,0.42,0.2,0.14,0.13,0.14,0.4,3597,2842,0.0
198701;1,0,0.48,0.52,0.23,0.23,0.18,0.17,0.18,19620,1121,0.045
198703;9,3,0.53,0.47,0.2,0.2,0.16,0.17,0.27,35052,1850,0.08
198705;9,1,0.35,0.65,0.36,0.35,0.11,0.1,0.09,13921,786,0.021
198715;8,1,0.26,0.73,0.47,0.31,0.11,0.1,0.01,14803,3756,0.035
198729;2227,273,0.54,0.46,0.19,0.18,0.22,0.18,0.25,85358,1221,0.049
198731;342,69,0.39,0.61,0.19,0.37,0.29,0.09,0.05,14400,2199,0.034
198735;20,5,0.32,0.68,0.4,0.31,0.11,0.12,0.06,88963,5551,0.084
198741;2,0,0.37,0.63,0.27,0.35,0.24,0.09,0.05,5058,553,0.022
198755;23,5,0.51,0.49,0.17,0.22,0.22,0.17,0.22,5755,2021,0.112
198761;5,1,0.41,0.59,0.27,0.26,0.24,0.1,0.12,2017,1427,0.01
198767;2,0,0.43,0.57,0.31,0.19,0.21,0.14,0.15,5964,1096,0.031
198781;97,19,0.36,0.64,0.28,0.28,0.27,0.11,0.05,100875,5653,0.136
198785;264,59,0.33,0.67,0.33,0.3,0.25,0.08,0.03,169511,858,0.051
198787;2,1,0.53,0.47,0.17,0.21,0.24,0.18,0.22,3075,1542,0.034
198789;187,68,0.39,0.61,0.24,0.32,0.23,0.17,0.04,19368,892,0.088
198791;39,8,0.29,0.71,0.18,0.78,0.03,0.01,0.0,38439,3571,0.011
198797;6,1,0.46,0.54,0.25,0.2,0.23,0.17,0.15,47043,634,0.063
198801;205,75,0.47,0.53,0.26,0.19,0.24,0.15,0.16,101221,1104,0.043
198803;1,0,0.54,0.46,0.22,0.16,0.12,0.35,0.14,2580,1033,0.013
198817;114,10,0.38,0.62,0.33,0.24,0.23,0.12,0.09,49144,1313,0.037
198823;9,4,0.38,0.62,0.34,0.28,0.15,0.16,0.08,107178,959,0.098
198825;1,0,0.33,0.67,0.48,0.14,0.18,0.08,0.12,4418,1471,0.01
198827;899,206,0.42,0.58,0.36,0.2,0.11,0.16,0.17,85814,7425,0.031
198831;135,27,0.48,0.52,0.19,0.18,0.33,0.14,0.15,15737,973,0.093
198833;162,140,0.38,0.62,0.41,0.2,0.13,0.11,0.16,11941,1673,0.054
198839;3,1,0.41,0.59,0.22,0.35,0.25,0.08,0.1,31137,1304,0.077
198851;2,0,0.4,0.6,0.27,0.25,0.24,0.15,0.09,4763,1856,0.026
198857;99,19,0.37,0.63,0.35,0.26,0.22,0.06,0.11,18142,1204,0.059
198865;980,240,0.3,0.7,0.4,0.32,0.2,0.05,0.03,641927,1525,0.078
198867;20,10,0.38,0.62,0.36,0.2,0.23,0.11,0.1,6083,1606,0.043
198869;0,0,0.27,0.73,0.48,0.34,0.03,0.06,0.09,8381,3850,0.026
198871;40,6,0.44,0.56,0.31,0.23,0.13,0.14,0.19,35498,887,0.03
198873;677,141,0.41,0.59,0.27,0.26,0.23,0.14,0.1,84017,1963,0.104
198877;8,1,0.6,0.4,0.11,0.11,0.25,0.25,0.28,5773,1649,0.032
198905;2,0,0.38,0.62,0.3,0.28,0.21,0.12,0.1,37017,6552,0.064
198909;79,9,0.32,0.67,0.42,0.24,0.21,0.06,0.06,104846,1541,0.043
198917;213,38,0.27,0.73,0.47,0.28,0.17,0.05,0.02,202693,1947,0.088
198921;1819,643,0.57,0.43,0.12,0.21,0.18,0.29,0.2,25861,2106,0.156
198923;9,1,0.37,0.63,0.33,0.25,0.26,0.11,0.05,198709,1402,0.013
198929;38,6,0.23,0.77,0.5,0.35,0.11,0.03,0.02,8997,1479,0.061
198931;1717,321,0.38,0.62,0.26,0.31,0.25,0.09,0.08,3779,1311,0.021
198937;1482,296,0.49,0.51,0.19,0.2,0.26,0.17,0.18,50448,5827,0.11
198947;26,6,0.48,0.52,0.21,0.27,0.18,0.16,0.18,16692,1982,0.029
198965;5,2,0.53,0.47,0.18,0.2,0.17,0.21,0.25,4691,2689,0.012
198983;483,197,0.35,0.65,0.36,0.27,0.19,0.12,0.07,44160,2001,0.09
198995;184,58,0.47,0.53,0.08,0.25,0.5,0.13,0.05,75179,1452,0.053
199011;652,461,0.34,0.66,0.33,0.31,0.25,0.08,0.04,21887,1548,0.039
199013;480,98,0.42,0.58,0.28,0.26,0.19,0.15,0.12,8251,1203,0.035
199015;9,4,0.33,0.67,0.36,0.3,0.25,0.05,0.05,13446,1504,0.114
199017;128,42,0.36,0.64,0.32,0.34,0.16,0.11,0.08,44330,2832,0.082
199021;263,96,0.41,0.58,0.25,0.25,0.24,0.14,0.11,359245,1072,0.058
199023;1,0,0.3,0.7,0.41,0.36,0.05,0.18,0.0,3828,2567,0.0
199033;3,1,0.41,0.59,0.29,0.28,0.14,0.14,0.15,162516,2097,0.06
199041;1658,411,0.25,0.75,0.5,0.25,0.21,0.02,0.02,27540,3218,0.091
199059;1,0,0.45,0.55,0.23,0.15,0.38,0.0,0.23,6113,1426,0.077
199065;330,76,0.32,0.68,0.4,0.31,0.15,0.08,0.06,24912,1788,0.066
199069;16,13,0.24,0.76,0.52,0.29,0.13,0.03,0.03,8330,2099,0.04
199071;16,4,0.36,0.64,0.31,0.29,0.26,0.09,0.04,4197,1088,0.022
199073;30,9,0.3,0.7,0.43,0.26,0.2,0.1,0.02,4622,1601,0.035
199075;19,2,0.46,0.54,0.24,0.21,0.22,0.14,0.19,9721,2495,0.091
199079;430,117,0.36,0.64,0.33,0.24,0.28,0.1,0.06,19341,1031,0.042
199081;497,90,0.4,0.6,0.27,0.31,0.19,0.13,0.1,27511,1094,0.051
199083;1,0,0.39,0.61,0.39,0.15,0.18,0.24,0.03,5502,1072,0.136
199085;37,4,0.61,0.39,0.05,0.26,0.17,0.21,0.32,2627,858,0.01
199087;15,6,0.31,0.69,0.45,0.28,0.13,0.12,0.03,175519,11509,0.174
199095;68,8,0.38,0.62,0.31,0.28,0.21,0.13,0.07,33882,803,0.094
199099;209,15,0.59,0.41,0.12,0.13,0.25,0.21,0.28,4739,1073,0.039
199101;1,0,0.33,0.67,0.35,0.35,0.14,0.08,0.08,3727,3230,0.0
199173;17,6,0.36,0.64,0.42,0.18,0.13,0.16,0.11,74590,7671,0.07
199175;13,4,0.37,0.63,0.25,0.38,0.23,0.08,0.06,3934,1075,0.02
199185;0,0,0.47,0.53,0.12,0.26,0.33,0.19,0.1,2272,1129,0.013
199187;502,178,0.32,0.68,0.43,0.26,0.18,0.07,0.06,30376,2708,0.084
199201;6,0,0.5,0.5,0.25,0.17,0.18,0.21,0.21,1617,1009,0.0
199203;1076,1068,0.38,0.62,0.3,0.28,0.22,0.1,0.1,736399,4479,0.107
199205;152,18,0.5,0.5,0.19,0.19,0.23,0.21,0.18,41506,1418,0.054
199207;1,0,0.48,0.52,0.29,0.18,0.16,0.19,0.19,3968,1502,0.014
199209;0,0,0.32,0.68,0.25,0.38,0.38,0.0,0.0,496,498,0.0
199219;24,4,0.53,0.47,0.13,0.27,0.22,0.16,0.23,27499,2484,0.045
199223;120,12,0.38,0.62,0.33,0.25,0.19,0.13,0.1,101754,2476,0.031
199225;93,25,0.42,0.58,0.29,0.21,0.25,0.14,0.11,10703,6051,0.02
199231;3,1,0.48,0.52,0.16,0.25,0.24,0.25,0.11,2933,1323,0.015
199235;83,21,0.46,0.54,0.26,0.19,0.21,0.17,0.17,22077,3553,0.106
199237;36,5,0.52,0.48,0.22,0.13,0.22,0.23,0.2,17675,1252,0.121
199255;5412,1205,0.37,0.63,0.3,0.33,0.17,0.11,0.09,4168,1089,0.03
199261;13,1,0.41,0.59,0.33,0.24,0.14,0.14,0.14,8796,2603,0.0
199265;1281,331,0.37,0.63,0.34,0.23,0.21,0.15,0.07,323265,3136,0.127
199269;50,6,0.41,0.59,0.28,0.28,0.21,0.14,0.09,9295,1318,0.03
199277;8,2,0.42,0.58,0.26,0.24,0.26,0.11,0.13,47470,1247,0.044
199281;130,69,0.41,0.59,0.27,0.24,0.25,0.14,0.11,325623,1837,0.093
199285;13,9,0.35,0.65,0.27,0.28,0.34,0.08,0.03,13740,798,0.0
199289;7,1,0.36,0.64,0.28,0.3,0.27,0.1,0.04,7221,1838,0.045
199291;5,2,0.43,0.57,0.28,0.28,0.14,0.09,0.21,4372,1563,0.013
199307;320,35,0.39,0.61,0.34,0.21,0.19,0.13,0.13,75977,3168,0.045
199311;1,0,0.54,0.46,0.2,0.25,0.07,0.18,0.3,487,542,0.0
199317;3,1,0.63,0.37,0.07,0.08,0.24,0.33,0.28,3855,2576,0.032
199319;1220,370,0.36,0.64,0.34,0.28,0.2,0.11,0.07,433771,1064,0.047
199333;109,33,0.4,0.6,0.29,0.24,0.19,0.16,0.11,4113,2328,0.026
199337;26,9,0.41,0.59,0.29,0.19,0.28,0.19,0.05,26406,1375,0.125
199339;3083,1926,0.36,0.64,0.39,0.23,0.18,0.11,0.1,77150,3128,0.06
199340;78,28,0.26,0.74,0.48,0.28,0.15,0.07,0.02,3879,1237,0.02
199342;10,5,0.39,0.61,0.3,0.23,0.26,0.14,0.07,52804,1985,0.079
199344;355,121,0.24,0.76,0.65,0.07,0.11,0.12,0.05,221440,1879,0.179
199350;2,0,0.46,0.54,0.25,0.24,0.2,0.14,0.18,1207,582,0.0
199352;1249,380,0.54,0.46,0.24,0.13,0.15,0.1,0.39,9661,1178,0.073
199388;1,1,0.46,0.54,0.2,0.31,0.15,0.19,0.15,4200,1373,0.029
199394;77,9,0.61,0.39,0.14,0.19,0.1,0.07,0.5,8341,651,0.012
199402;3297,898,0.35,0.65,0.35,0.25,0.26,0.08,0.06,1453,1114,0.008
199424;9,4,0.35,0.65,0.32,0.25,0.3,0.09,0.04,4251,1499,0.025
199426;6,2,0.36,0.64,0.44,0.21,0.1,0.13,0.13,8926,2677,0.035
199430;74,19,0.42,0.58,0.28,0.27,0.17,0.07,0.2,4354,2168,0.0
199432;13,2,0.36,0.64,0.39,0.25,0.08,0.18,0.1,8635,1106,0.021
199436;528,141,0.39,0.61,0.24,0.28,0.33,0.06,0.09,120714,961,0.096
199440;127,36,0.36,0.64,0.41,0.17,0.27,0.05,0.1,26179,933,0.032
199442;36,7,0.4,0.6,0.24,0.25,0.3,0.13,0.08,103936,996,0.052
199468;71,21,0.43,0.57,0.2,0.19,0.48,0.07,0.07,7967,870,0.024
199470;2,0,0.55,0.45,0.15,0.23,0.19,0.15,0.28,4300,1176,0.099
199476;124,63,0.52,0.48,0.16,0.21,0.17,0.22,0.23,17094,3021,0.037
199484;359,98,0.26,0.74,0.5,0.28,0.12,0.06,0.04,113758,2523,0.055
199492;1,0,0.48,0.52,0.24,0.16,0.28,0.15,0.17,1075,971,0.0
199496;3,1,0.69,0.31,0.05,0.06,0.08,0.73,0.08,4942,1451,0.0
199514;6,2,0.41,0.59,0.26,0.25,0.27,0.11,0.11,6913,3333,0.039
199538;22,7,0.31,0.69,0.39,0.28,0.24,0.02,0.07,2256,787,0.015
199566;20,3,0.39,0.61,0.25,0.27,0.26,0.16,0.06,11781,1858,0.061
199572;213,54,0.58,0.42,0.17,0.16,0.22,0.09,0.36,2771,1125,0.0
199580;49,4,0.42,0.58,0.29,0.2,0.25,0.14,0.13,10954,1444,0.056
199584;2,0,0.44,0.56,0.14,0.45,0.15,0.16,0.11,4723,1235,0.02
199586;10,3,0.44,0.56,0.25,0.23,0.25,0.12,0.14,138722,4035,0.181
199588;2,0,0.38,0.62,0.38,0.15,0.22,0.13,0.11,7898,1891,0.023
199592;21,12,0.38,0.62,0.32,0.28,0.21,0.1,0.09,29757,1498,0.079
199594;2,1,0.44,0.56,0.21,0.32,0.16,0.2,0.11,15201,2074,0.13
199596;17,2,0.42,0.58,0.27,0.23,0.27,0.13,0.11,49060,3287,0.089
199610;0,0,0.04,0.96,1.0,0.0,0.0,0.0,0.0,2,3,0.0
199622;2,0,0.55,0.45,0.03,0.06,0.57,0.28,0.05,2489,2757,0.0
199626;2,1,0.36,0.64,0.29,0.39,0.17,0.07,0.08,11509,1011,0.02
199642;203,32,0.45,0.55,0.28,0.21,0.17,0.2,0.13,70974,641,0.052
199648;82,24,0.33,0.67,0.38,0.32,0.13,0.07,0.1,1313,711,0.0
199674;4,1,0.17,0.83,0.79,0.15,0.05,0.01,0.0,8042,3709,0.03
199676;2,1,0.43,0.57,0.3,0.18,0.19,0.22,0.11,43187,6439,0.179
199748;1230,463,0.34,0.66,0.34,0.26,0.24,0.11,0.04,688117,3840,0.055
199772;2,0,0.36,0.64,0.4,0.17,0.17,0.15,0.1,15655,712,0.034
199778;6,2,0.5,0.5,0.2,0.19,0.22,0.15,0.23,9688,1454,0.016
199780;157,23,0.48,0.52,0.19,0.22,0.18,0.27,0.13,36732,991,0.074
199864;1,0,0.51,0.49,0.22,0.22,0.16,0.15,0.23,1309,1056,0.0
199882;1,0,0.48,0.52,0.21,0.29,0.1,0.25,0.15,22221,1131,0.022
199898;7,1,0.42,0.58,0.3,0.16,0.25,0.22,0.07,191710,795,0.062
199900;32,16,0.38,0.62,0.28,0.35,0.15,0.18,0.05,7265,2158,0.022
199902;15,3,0.28,0.72,0.47,0.29,0.14,0.01,0.09,7273,1290,0.028
199904;21,5,0.5,0.5,0.22,0.21,0.18,0.2,0.21,15236,626,0.022
199908;1,0,0.45,0.55,0.17,0.24,0.29,0.23,0.07,16980,1899,0.118
199910;1,0,0.49,0.51,0.14,0.31,0.19,0.18,0.17,1899,891,0.011
199912;1,0,0.38,0.62,0.36,0.25,0.12,0.19,0.09,7292,1293,0.016
199914;4,1,0.32,0.68,0.3,0.45,0.12,0.09,0.04,9345,4476,0.071
199920;74,18,0.5,0.5,0.16,0.25,0.23,0.16,0.19,24360,964,0.045
199922;0,0,0.33,0.67,0.48,0.14,0.21,0.07,0.09,639,400,0.0
199924;288,96,0.33,0.67,0.43,0.26,0.13,0.1,0.09,14336,3368,0.02
199928;2,1,0.64,0.36,0.09,0.16,0.14,0.25,0.36,55057,8432,0.207
199930;375,62,0.43,0.57,0.27,0.24,0.18,0.1,0.21,38071,1207,0.051
199932;1,0,0.45,0.55,0.0,0.43,0.36,0.14,0.07,7181,2212,0.083
199944;28,5,0.42,0.58,0.24,0.31,0.22,0.12,0.11,7753,908,0.22
199948;1485,725,0.31,0.69,0.41,0.25,0.23,0.06,0.05,26212,13884,0.04
199960;929,136,0.4,0.6,0.32,0.27,0.15,0.1,0.15,2357960,2606,0.414
199964;826,195,0.49,0.51,0.18,0.24,0.23,0.17,0.18,1253158,7428,0.047
199966;5,2,0.38,0.62,0.29,0.28,0.24,0.11,0.08,23888,4263,0.115
199968;13,1,0.38,0.62,0.37,0.23,0.16,0.14,0.11,4466,996,0.011
199970;8,3,0.58,0.42,0.12,0.14,0.18,0.34,0.23,57820,7250,0.354
199974;14,1,0.53,0.47,0.17,0.17,0.19,0.3,0.16,307056,636,0.17
199982;1291,310,0.49,0.51,0.2,0.16,0.3,0.18,0.15,140036,2500,0.095
199984;11085,3059,0.37,0.63,0.33,0.25,0.22,0.08,0.13,130085,2324,0.138
199992;109,37,0.59,0.41,0.2,0.13,0.14,0.24,0.3,41914,7599,0.037
199996;1571,380,0.49,0.51,0.26,0.16,0.21,0.1,0.27,769595,1067,0.056
199998;64,69,0.48,0.52,0.18,0.29,0.15,0.24,0.14,25418,2191,0.047
200008;8,1,0.32,0.68,0.38,0.32,0.17,0.07,0.06,283319,3154,0.024
200012;6,1,0.31,0.69,0.44,0.21,0.19,0.15,0.02,4137,1430,0.026
200014;4,1,0.31,0.69,0.45,0.24,0.18,0.05,0.08,2904,1284,0.03
200016;5,1,0.61,0.39,0.14,0.1,0.16,0.29,0.3,8781,1051,0.071
200020;3,1,0.43,0.57,0.17,0.38,0.15,0.24,0.07,1675,1448,0.0
200030;67,14,0.3,0.7,0.43,0.24,0.2,0.1,0.04,6124,2209,0.021
200034;53,8,0.27,0.73,0.48,0.27,0.16,0.08,0.02,111842,2064,0.058
200036;12003,3163,0.33,0.67,0.37,0.26,0.23,0.1,0.03,10564,1116,0.038
200038;22,4,0.17,0.83,0.71,0.11,0.06,0.1,0.03,24901,1566,0.073
200042;1,0,0.32,0.68,0.36,0.32,0.17,0.11,0.03,3440,803,0.01
200044;296,16,0.32,0.68,0.42,0.22,0.2,0.11,0.06,100689,843,0.056
200046;2,0,0.43,0.57,0.22,0.25,0.36,0.11,0.07,1599,862,0.011
200052;7,2,0.42,0.58,0.31,0.2,0.17,0.19,0.12,30740,924,0.056
200054;41,9,0.41,0.59,0.25,0.3,0.17,0.19,0.09,41958,4051,0.106
200060;122,9,0.65,0.35,0.12,0.12,0.12,0.28,0.37,7623,1101,0.116
200062;318,93,0.32,0.68,0.39,0.3,0.17,0.09,0.06,74886,2133,0.042
